-0.040907999,0.024
-0.040899999,0.024
-0.040891999,0.024
-0.040883999,0.024
-0.040875999,0.024
-0.040867999,0.024
-0.040859999,0.024
-0.040851999,0.024
-0.040843999,0.024
-0.040835999,0.024
-0.040827999,0.032
-0.040819999,0.024
-0.040811999,0.024
-0.040803999,0.032
-0.040795999,0.024
-0.040787999,0.024
-0.040779999,0.024
-0.040771999,0.024
-0.040763999,0.024
-0.040755999,0.024
-0.040747999,0.024
-0.040739999,0.024
-0.040731999,0.024
-0.040723999,0.024
-0.040715999,0.024
-0.040707999,0.024
-0.040699999,0.024
-0.040691999,0.024
-0.040683999,0.024
-0.040675999,0.032
-0.040667999,0.024
-0.040659999,0.024
-0.040651999,0.024
-0.040643999,0.024
-0.040635999,0.032
-0.040627999,0.024
-0.040619999,0.032
-0.040611999,0.032
-0.040603999,0.024
-0.040595999,0.024
-0.040587999,0.032
-0.040579999,0.024
-0.040571999,0.024
-0.040563999,0.024
-0.040555999,0.024
-0.040547999,0.024
-0.040539999,0.024
-0.040531999,0.024
-0.040523999,0.024
-0.040515999,0.024
-0.040507999,0.024
-0.040499999,0.032
-0.040491999,0.024
-0.040483999,0.024
-0.040475999,0.024
-0.040467999,0.032
-0.040459999,0.032
-0.040451999,0.024
-0.040443999,0.032
-0.040435999,0.024
-0.040427999,0.024
-0.040419999,0.024
-0.040411999,0.024
-0.040403999,0.024
-0.040395999,0.024
-0.040387999,0.032
-0.040379999,0.024
-0.040371999,0.024
-0.040363999,0.024
-0.040355999,0.024
-0.040347999,0.024
-0.040339999,0.024
-0.040331999,0.024
-0.040323999,0.024
-0.040315999,0.024
-0.040307999,0.024
-0.040299999,0.024
-0.040291999,0.024
-0.040283999,0.024
-0.040275999,0.024
-0.040267999,0.024
-0.040259999,0.024
-0.040251999,0.024
-0.040243999,0.024
-0.040235999,0.024
-0.040227999,0.024
-0.040219999,0.024
-0.040211999,0.032
-0.040203999,0.024
-0.040195999,0.024
-0.040187999,0.024
-0.040179999,0.024
-0.040171999,0.024
-0.040163999,0.024
-0.040155999,0.024
-0.040147999,0.024
-0.040139999,0.024
-0.040131999,0.024
-0.040123999,0.024
-0.040115999,0.024
-0.040107999,0.024
-0.040099999,0.024
-0.040091999,0.024
-0.040083999,0.024
-0.040075999,0.024
-0.040067999,0.024
-0.040059999,0.024
-0.040051999,0.024
-0.040043999,0.024
-0.040035999,0.024
-0.040027999,0.024
-0.040019999,0.024
-0.040011999,0.024
-0.040003999,0.024
-0.039995999,0.024
-0.039987999,0.024
-0.039979999,0.024
-0.039971999,0.024
-0.039963999,0.024
-0.039955999,0.024
-0.039947999,0.032
-0.039939999,0.032
-0.039931999,0.024
-0.039923999,0.024
-0.039915999,0.024
-0.039907999,0.024
-0.039899999,0.024
-0.039891999,0.024
-0.039883999,0.024
-0.039875999,0.024
-0.039867999,0.024
-0.039859999,0.024
-0.039851999,0.032
-0.039843999,0.032
-0.039835999,0.024
-0.039827999,0.024
-0.039819999,0.024
-0.039811999,0.024
-0.039803999,0.024
-0.039795999,0.024
-0.039787999,0.024
-0.039779999,0.032
